,_id,title,keywords,fos,abstract
106221,53e9b9c1b7602d97045b7b4e,Primal-Dual Simulation Algorithm for Pricing Multidimensional American Options,"['pricing multidimensional american options', 'extensive review', 'valuation method', 'numerical method', 'option pricing', 'primal-dual simulation algorithm', 'american-style claim', 'complex security', 'paper survey', 'monte carlo algorithm', 'value function', 'interest rate', 'lower bound', 'confidence interval', 'upper bound', 'libor market model', 'monte carlo simulation']","['Monte Carlo method', 'Economics', 'Mathematical optimization', 'Mathematical economics', 'Valuation of options', 'LIBOR market model', 'Primal dual', 'Simulation algorithm', 'Practical algorithm']",This paper surveys the literature on option pricing from its origins to the present. An extensive review of valuation methods for European- and American-style claims is provided. Applications to complex securities and numerical methods are surveyed. ...
106267,53e9b9c7b7602d97045bbe29,Information Goods Pricing and Copyright Enforcement: Welfare Analysis,"['government policy', 'ethical user', 'unethical user', 'key welfare result', 'monopoly publisher', 'potential software user', 'price cut', 'welfare analysis', 'copyright enforcement', 'social welfare', 'legitimate purchase', 'information goods pricing', 'pricing', 'information good']","['Subsidy', 'Public economics', 'Economics', 'Microeconomics', 'Copying', 'Enforcement', 'Information good', 'Monopoly', 'Welfare', 'Government', 'Social Welfare']","We consider how the government should set the fine for copying, tax on copying medium, and subsidy on legitimate purchases, whereas a monopoly publisher sets price and spending on detection. There are two segments of potential software users--ethical users who will not copy, and unethical users who would copy if the benefit outweighs the cost. In deciding on policy, the government must consider how the publisher adjusts price and detection to changes in the fine, tax, and subsidy. Our key welfare result is that increases in detection affect welfare more negatively than price cuts. We also show that the tax is welfare superior to the fine, and that a subsidy is optimal. Generally, government policies that focus on penalties alone will miss the social welfare optimum."
106313,53e9b9cdb7602d97045c23fd,Overoptimism and the Performance of Entrepreneurial Firms,"['technology commercialization', 'entrepreneurial firms', 'uncertain market prospect', 'entrepreneurial venture performance', 'unsuccessful development effort', 'entrepreneurs decision', 'commercialization effort', 'decision making', 'entrepreneurial overoptimism', 'established firm', 'cognitive bias', 'perceptions', 'empirical research', 'entrepreneurship', 'inventions', 'cognition', 'attitudes', 'optimism']","['Cognitive bias', 'Economics', 'New Ventures', 'Organizational form', 'Commercialization', 'Industrial organization', 'Marketing', 'Empirical research', 'Economic return']","Recent theoretical and empirical research on cognitive bias in decision making suggests that overoptimism critically influences entrepreneurs decisions to establish and sustain new ventures. We investigate whether such cognitive bias influences entrepreneurial venture performance using data on commercialization efforts for university inventions. In contrast to prior studies, our results suggest that entrepreneurial overoptimism does not appear to be the determining factor in the decision to found a firm. We do find that entrepreneurs continue unsuccessful development efforts for longer periods of time than do established firms, which is consistent with entrepreneurial overoptimism in the development of technologies with uncertain market prospects. This latter finding is also consistent with rationality-based models of decision-making behavior, however. We find that the economic returns associated with many of the technologies in our sample are realized after the start-up has been acquired by an established firm, suggesting that start-ups may serve as a transitional organizational form in the market for technology commercialization."
106332,53e9b9cdb7602d97045c35dc,Renewable energy investments under different support schemes: A real options approach.,"['OR in energy', 'Renewable energy', 'Support schemes', 'Investment under uncertainty', 'Real options']","['Revenue', 'Economics', 'Renewable energy', 'Incentive', 'Microeconomics', 'Renewable Energy Certificate', 'Change of support', 'Tariff', 'Renewable energy credit', 'Wind power', 'Environmental economics']","This paper adopts a real options approach to analyze investment timing and capacity choice for renewable energy projects under different support schemes. The main purpose is to examine investment behavior under the most extensively employed support schemes, namely, feed-in tariffs and renewable energy certificate trading. We consider both multiple sources of uncertainty under each support scheme and uncertainty with respect to any change of support scheme, and we obtain both analytical (when possible) and numerical solutions. In a Nordic case study based on wind power, we find that the feed-in tariff encourages earlier investment. Nevertheless, as investment has been undertaken, renewable energy certificate trading creates incentives for larger projects. In our baseline scenario and taking the fixed feed-in tariff as a base, the revenue required to trigger investments is 61% higher with renewable certificates. At the same time, investment capacity is 61% higher. (C) 2012 Elsevier B.V. All rights reserved."
106408,53e9b9d3b7602d97045ca013,Measuring the Frictional Costs of Online Transactions: The Case of a Name-Your-Own-Price Channel,"['name-your-own-price channel', 'observed consumer behavior', 'minimum price', 'lower price', 'additional online transaction', 'frictional costs', 'consumer choice model', 'frictional cost', 'online retailer', 'online transactions', 'online transaction', 'consumer experience', 'frictional cost parameter', 'consumer behavior', 'digital music']","['Economics', 'Advertising', 'Consumer behaviour', 'Microeconomics', 'Consumer choice', 'Electronic markets', 'Communication channel', 'Digital audio', 'Price dispersion', 'Database transaction', 'Minimum price']","We study the offers submitted by consumers to a large Name-Your-Own-Price (NYOP) online retailer. A distinctive feature of this retailer is that it allows consumers to repeatedly submit offers on one and the same product. While consumers could identify the threshold price (the minimum price for which the retailer is willing to sell) by incrementing their offer in small steps in each consecutive round, such a strategy would require them to go through many additional online transactions. We define frictional cost as the disutility that the consumer experiences when conducting an online transaction, such as submitting an offer. Thus, in our setting, consumers trade off a direct financial value (lower price) for frictional costs. Based on a consumer choice model capturing this trade-off, we use the observed consumer behavior to reconstruct the frictional cost parameters for the consumers in our sample. We show that, perhaps contrary to the general wisdom, frictional costs in electronic markets are substantial, with median values ranging from EUR 3.54 for a portable digital music player (MP3) to EUR 6.08 for a personal digital assistant (PDA). We find that consumers who have gathered experience with the NYOP channel in previous transactions exhibit lower frictional costs than consumers who use the channel for the first time. Surprisingly, sociodemographic variables do not help to explain the variation in frictional costs."
106489,53e9b9dab7602d97045d065c,Product Customization and Price Competition on the Internet,"['consumer surplus', 'mass customization', 'product differentiation', 'profitability', 'price discrimination']","['Mass customization', 'Duopoly', 'Economics', 'Commerce', 'Economic surplus', 'Monopoly', 'Product (business)', 'Personalization', 'The Internet', 'Profit (economics)']","The Internet provides an unprecedented capability for sellers to learn about their customers and offer custom products at special prices. In addition, customization is more feasible today because of advances in manufacturing technologies that have improved sellers' manufacturing flexibility. We first develop a model of product customization and flexible pricing to incorporate the salient roles of the Internet and flexible manufacturing technologies in reducing the costs of designing and producing tailored consumer goods. We show how a monopoly seller may earn the highest profits by producing both standard and custom products and can raise prices for both types of products as customization and information collection technologies improve.Simultaneous adoption of customization in a duopoly reduces the differentiation between their standard products but does not intensify price competition. Compared with a two-facility monopolist, the duopoly may underinvest in customization. Consumer surplus improves after sellers adopt customization but does not monotonically increase as customization technologies advance. When firms face a fixed entry cost and adopt customization sequentially, the first entrant always achieves an advantage and may be able to deter subsequent entry by choosing its customization scope strategically."
106580,53e9b9e1b7602d97045da200,Strategic Commitments for an Optimal Capacity Decision Under Asymmetric Forecast Information,"['capacity decision', 'forecast information', 'private forecast information', 'credible forecast information sharing', 'Strategic Commitments', 'Optimal Capacity Decision', 'forecast information asymmetry', 'asymmetric forecast information', 'end product', 'Asymmetric Forecast Information', 'information sharing', 'capacity reservation contract', 'advance purchase contract']","['Information system', 'Reservation', 'Channel coordination', 'Economics', 'Information asymmetry', 'Optimal decision', 'Benefice', 'Microeconomics', 'Profitability index', 'Industrial organization', 'Information sharing']","We study the important problem of how to assure credible forecast information sharing between a supplier and a manufacturer. The supplier is responsible for acquiring the necessary capacity before receiving an order from the manufacturer who possesses private forecast information for her end product. We address how different contracts affect the supplier's capacity decision and, hence, the profitability of the supplier and the manufacturer. We fully develop two contracts (and provide explicit formulae) to enable credible forecast information sharing. The first is a nonlinear capacity reservation contract under which the manufacturer agrees to pay a fee to reserve capacity. The second is an advance purchase contract under which the manufacturer is induced to place a firm order before the supplier secures the component capacity used to build the end product. These contracts serve a strategic role in information sharing. The capacity reservation contract enables the supplier to detect the manufacturer's private forecast information, while the advance purchase contract enables the manufacturer to signal her forecast information. We show that channel coordination is possible even under asymmetric forecast information by combining the advance purchase contract with an appropriate payback agreement. Through our structural and numerical results we also show that the degree of forecast information asymmetry and the risk-adjusted profit margin are two important drivers that determine supply chain efficiency and which contract to adopt."
106737,53e9b9eeb7602d97045ebbca,Active Demand Response Using Shared Energy Storage for Household Energy Management,"['Investment', 'Vectors', 'Batteries', 'Electricity', 'Load management']","['Energy storage', 'Electric power', 'Energy management', 'Stand-alone power system', 'Economics', 'Energy conservation', 'Electricity', 'Microeconomics', 'Demand response', 'Network congestion', 'Environmental economics']","In a deregulated market, wholesale energy costs and distribution investment costs contribute significantly to consumers' electricity bills. However, in a low carbon electrical power system, the two cost pressure points may not be synchronous in time and space with each other. This paper develops a novel methodology for home area energy management as a key vehicle for demand response, using electricity storage devices. The aim is to enable energy storage at consumer premises to not only take advantage of lower wholesale energy prices, but also to support low voltage (LV) distribution networks for reducing network investment. New operation strategies for domestic energy storage to facilitate demand response (DR) are developed in the paper. They have the capability to maximize the overall savings in energy costs and investment costs. In the proposed approach, the operation of home-area energy storage devices is jointly conducted by end customers and network operators. The purpose is to fight for an optimal balance between DRs to energy price and to network congestion, and thus to maximize benefits for both consumers and network operators. An intensive study is carried out to investigate the impacts of different dispatch strategies on wholesale energy costs and network investment costs. Benefit quantification methods are introduced as well to evaluate the total benefits in terms of savings in energy costs and investment costs that can be brought along by the proposed operation approach. The demonstration is carried out on two practical distribution networks with varying utilization levels for one typical calendar day and a whole year."
106833,53e9b9fab7602d97045f5271,Gaming Prediction Markets: Equilibrium Strategies with a Market Maker,"['Prediction markets', 'Game theory', 'Bluffing', 'Strategic betting']","['Mathematical economics', 'Economics', 'Prediction market', 'Discounting', 'Market price', 'Game theory', 'Bayesian game', 'Sequential game', 'Non-cooperative game', 'Complete information']","We study the equilibrium behavior of informed traders interacting with market scoring rule (MSR) market makers. One attractive feature of MSR is that it is myopically incentive compatible: it is optimal for traders to report their true beliefs about the likelihood of an event outcome provided that they ignore the impact of their reports on the profit they might garner from future trades. In this paper, we analyze non-myopic strategies and examine what information structures lead to truthful betting by traders. Specifically, we analyze the behavior of risk-neutral traders with incomplete information playing in a dynamic game. We consider finite-stage and infinite-stage game models. For each model, we study the logarithmic market scoring rule (LMSR) with two different information structures: conditionally independent signals and (unconditionally) independent signals. In the finite-stage model, when signals of traders are independent conditional on the state of the world, truthful betting is a Perfect Bayesian Equilibrium (PBE). Moreover, it is the unique Weak Perfect Bayesian Equilibrium (WPBE) of the game. In contrast, when signals of traders are unconditionally independent, truthful betting is not a WPBE. In the infinite-stage model with unconditionally independent signals, there does not exist an equilibrium in which all information is revealed in a finite amount of time. We propose a simple discounted market scoring rule that reduces the opportunity for bluffing strategies. We show that in any WPBE for the infinite-stage market with discounting, the market price converges to the fully-revealing price, and the rate of convergence can be bounded in terms of the discounting parameter. When signals are conditionally independent, truthful betting is the unique WPBE for the infinite-stage market with and without discounting."
106950,53e9ba01b7602d9704600503,Investment Under Uncertainty in Information Technology: Acquisition and Development Projects,"['acquisition project', 'information technology', 'it project', 'it acquisition project', 'input cost uncertainty', 'it development project', 'investment opportunity', 'investment project', 'it investment project', 'development projects', 'investment cost', 'it asset', 'costs and benefits', 'cash flow', 'cost function']","['Economics', 'Return on investment', 'Information technology', 'Cost–benefit analysis', 'It investment', 'Finance', 'Valuation (finance)', 'Cash flow']","In this paper, we develop two models for the valuation of information technology (IT) investment projects using the real options approach. The IT investment projects discussed in this paper are categorized into development and acquisition projects, depending upon the time it takes to start benefiting from the IT asset once the decision to invest has been taken. The models account for uncertainty both in the costs and benefits associated with the investment opportunity. Our stochastic cost function for IT development projects incorporates the technical and input cost uncertainties of Pindyck's model (1993), but also considers the fact that the investment costs of some IT projects might change even if no investment takes place. In contrast to other models in the real options literature in which benefits are summarized in the underlying asset value, our model for IT acquisition projects represents these benefits as a stream of stochastic cash flows."
107135,53e9ba0bb7602d970461052f,Evolution of public cooperation on interdependent networks: The impact of biased utility functions,"['public goods', 'cooperation', 'interdependent networks']","['Interdependent networks', 'Economics', 'Microeconomics', 'Spatial reciprocity', 'Aggregate level']","We study the evolution of public cooperation on two interdependent networks that are connected by means of a utility function, which determines to what extent payoffs in one network influence the success of players in the other network. We find that the stronger the bias in the utility function, the higher the level of public cooperation. Yet the benefits of enhanced public cooperation on the two networks are just as biased as the utility functions themselves. While cooperation may thrive on one network, the other may still be plagued by defectors. Nevertheless, the aggregate level of cooperation on both networks is higher than the one attainable on an isolated network. This positive effect of biased utility functions is due to the suppressed feedback of individual success, which leads to a spontaneous separation of characteristic time scales of the evolutionary process on the two interdependent networks. As a result, cooperation is promoted because the aggressive invasion of defectors is more sensitive to the slowing-down than the build-up of collective efforts in sizable groups. Copyright (C) EPLA, 2012"
107285,53e9ba17b7602d970461e4da,Forecasting S&P 500 stock index futures with a hybrid AI system,"['hybrid ai system', 'stock index future', 'reasoning neural networks', 's&p 500 stock index futures', 'rule-based system', 'back propagation networks', 'trading strategy', 'decision making process', 'rule based system', 'investment strategies', 'artificial intelligent', 'neural network']","['Trading strategy', 'Rule-based system', 'Economics', 'Intelligent decision support system', 'Futures contract', 'Stock exchange', 'Artificial intelligence', 'Backpropagation', 'Artificial neural network', 'Perceptron']","This study presents a hybrid AI (artificial intelligence) approach to the implementation of trading strategies in the S&P 500 stock index futures market. The hybrid AI approach integrates the rule-based systems technique and the neural networks technique to accurately predict the direction of daily price changes in S&P 500 stock index futures. By highlighting the advantages and overcoming the limitations of both the neural networks technique and rule-based systems technique, the hybrid approach can facilitate the development of more reliable intelligent systems to model expert thinking and to support the decision-making processes. Our methodology differs from other studies in two respects. First, the rule-based systems approach is applied to provide neural networks with training examples. Second, we employ Reasoning Neural Networks (RN) instead of Back Propagation Networks. Empirical results demonstrate that RN outperforms the other two ANN models (Back Propagation Networks and Perceptron). Based upon this hybrid AI approach, the integrated futures trading system (IFTS) is established and employed to trade the S&P 500 stock index futures contracts. Empirical results also confirm that IFTS outperformed the passive buy-and-hold investment strategy during the 6-year testing period from 1988 to 1993."
107329,53e9ba1cb7602d9704623564,Dynamic Pricing Competition with Strategic Customers Under Vertical Product Differentiation,"['strategic customer behavior', 'dynamic pricing competition', 'static pricing', 'higher profit lift', 'strategic customers', 'quality-differentiated firm', 'strategic customer', 'low-quality firm', 'vertical product differentiation', 'high-quality firm', 'firm decrease', 'markov perfect equilibrium']","['Economics', 'Price skimming', 'Dynamic pricing', 'Consumer behaviour', 'Microeconomics', 'Markov perfect equilibrium', 'Industrial organization', 'Profit (economics)', 'Product differentiation']","We consider dynamic pricing competition between two firms offering vertically differentiated products to strategic customers who are intertemporal utility maximizers. We show that price skimming arises as the unique pure-strategy Markov perfect equilibrium in the game under a simple condition. Our results highlight the asymmetric effect of strategic customer behavior on quality-differentiated firms. Even though the profit of either firm decreases as customers become more strategic, the low-quality firm suffers substantially more than the high-quality firm. Furthermore, we show that unilateral commitment to static pricing by either firm generally improves profits of both firms. Interestingly, both firms enjoy higher profit lifts when the high-quality firm commits rather than when the low-quality firm commits. This paper was accepted by Yossi Aviv, operations management."
107408,53e9ba23b7602d970462b328,The social-economic-psychological model of technology adoption and usage: an application to online investing,"['sep model', 'electronic markets', 'electronic market', 'multidisciplinary approach', 'social-economic-psychological model', 'online consumer', 'psychological perspective', 'diffusion of innovation', 'richer understanding', 'technology adoption', 'online investor', 'perspective triad', 'online investors', 'social–economic–psychological model']","['Economics', 'Multidisciplinary approach', 'Electronic markets', 'Champion', 'Marketing']","We champion the view that a richer understanding of electronic markets is obtained when their implications for consumers are jointly studied from social, economic, and psychological perspectives. We adopt this perspective triad to build a Social-Economic-Psychological (SEP) Model of technology adoption and usage, and apply the model to understand and explain the behavior of online investors. The SEP model provides a foundation for a multidisciplinary approach to the study of electronic markets and online consumers in the fields of MIS, marketing, and finance."
107412,53e9ba23b7602d970462b8f9,Design for the Environment: A Quality-Based Model for Green Product Development,"['product design', 'green product', 'environmental issue', 'quality-based model', 'stricter environmental standard', 'green product development', 'product strategy', 'optimal product design', 'environmental attribute', 'environmental consequence', 'environmental standard', 'market segmentation', 'green marketing', 'conjoint analysis', 'natural environment', 'product development']","['Green marketing', 'Economics', 'Conjoint analysis', 'Market segmentation', 'Product management', 'Product design', 'Industrial organization', 'Marketing', 'Demand side', 'New product development', 'Design for the Environment']","Green product development, which addresses environmental issues through product design and innovation as opposed to the traditional end-of-pipe-control approach, is receiving significant attention from customers, industries, and governments around the world. In this paper we develop a quality-based model for analyzing the strategic and policy issues concerning the development of products with conflicting traditional and environmental attributes. On the demand side of the problem, we use the framework of conjoint analysis to structure the preferences of the ordinary and green customers. On the supply side, we apply the theories in optimal product design and market segmentation to analyze the producer's strategic decisions regarding the number of products introduced and their prices and qualities. On the policy side, we evaluate the effects of environmental standards on the economic and environmental consequences of green product development. By jointly considering the interactions among the customers' preferences, the producer's product strategies, and the environmental standards imposed by governments, we present some interesting findings that can be used to manage and regulate the development of green products. Two major findings show that green product development and stricter environmental standards might not necessarily benefit the environment."
107514,53e9ba28b7602d97046348f5,Economics of an Information Intermediary with Aggregation Benefits,"['online marketplace', 'value-added service', 'information intermediary', 'information goods versioning', 'negative network effect', 'numerous information intermediary', 'positive network effect', 'network effect', 'infomediary', 'network externalities', 'service quality', 'two-sided markets', 'low-level service', 'aggregation benefits', 'basic matching service', 'stronger incentive', 'premium service', 'product differentiation', 'network externality', 'information good']","['Intermediary', 'Economics', 'Cannibalization', 'Level of service', 'Service quality', 'Microeconomics', 'Network effect', 'Information good', 'Valuation (finance)', 'Product differentiation']","The widespread use of the Internet has led to the emergence of numerous information intermediaries that bring buyers and sellers together and leverage their knowledge of the marketplace to provide value-added services. Infomediaries offer matching services that facilitate establishment of a buyer-seller agreement, and value-added services that either provide a standalone benefit or enhance benefits from matching services. This paper develops and analyzes economic models of intermediaries to examine their pricing and product line design strategies. Intermediaries provide aggregation benefits: Buyers find an intermediary's service more valuable if it provides access to more sellers, and sellers value it more if it provides access to more buyers, but also when they compete with fewer sellers. Due to this unique combination of network effects, we find that an intermediary has stronger incentives to provide quality-differentiated versions of its service relative to other information goods sellers. When buyers have constant marginal valuations for service quality, the intermediary should offer only two levels of service. While it is optimal for the intermediary to offer two levels of service, increasing the quality of the low-level service reduces the intermediary's profits due to increased cannibalization of the premium service. Hence, the optimal menu consists of a basic matching service and a premium service that includes matching and value-added services. The intermediary's profits are larger when positive network effects are stronger, and lower when negative network effects are stronger."
107560,53e9ba2db7602d9704638bd1,Dynamic Pricing Strategies with Reference Effects,"['lower price', 'optimal pricing path', 'dynamic pricing problem', 'reference price', 'price perception', 'monotonic price', 'reference effects', 'dynamic pricing strategies', 'price change', 'optimal price', 'constant steady-state price', 'steady-state price', 'deterministic', 'promotion', 'buyer behavior', 'pricing', 'prospect theory', 'steady state', 'marketing', 'dynamic programming']","['Revenue', 'Pricing schedule', 'Economics', 'Consumer behaviour', 'Dynamic pricing', 'Microeconomics', 'Psychological pricing', 'Prospect theory', 'Inventory control', 'Limit price', 'Marketing']","We consider the dynamic pricing problem of a monopolist firm in a market with repeated interactions, where demand is sensitive to the firm's pricing history. Consumers have memory and are prone to human decision-making biases and cognitive limitations. As the firm manipulates prices, consumers form a reference price that adjusts as an anchoring standard based on price perceptions. Purchase decisions are made by assessing prices as discounts or surcharges relative to the reference price in the spirit of prospect theory. We prove that optimal pricing policies induce a perception of monotonic prices, whereby consumers always perceive a discount, respectively surcharge, relative to their expectations. The effect is that of a skimming or penetration strategy. The firm's optimal pricing path is monotonic on the long run, but not necessarily at the introductory stage. If consumers are loss averse, we show that optimal prices converge to a constant steady-state price, characterized by a simple implicit equation; otherwise, the optimal policy cycles. The range of steady states is wider the more loss averse consumers are. Steady-state prices decrease with the strength of the reference effect and with customers' memory, all else equal. Offering lower prices to frequent customers may be suboptimal, however, if these are less sensitive to price changes than occasional buyers. If managers ignore such long-term implications of their pricing strategy, the model indicates that they will systematically price too low and lose revenue. Our results hold under very general reference dependent demand models."
107809,53e9ba3fb7602d97046512e0,Requirements Planning with Substitutions: Exploiting Bill-of-Materials Flexibility in Production Planning,"['component substitution', 'product line', 'substitution behavior', 'production cost', 'dynamic requirements-planning problem', 'two-stage multi product manufacturing', 'exploiting bill-of-materials flexibility', 'substitution quantity', 'simple product structure', 'downstream demand', 'downstream stage', 'production planning', 'requirements planning', 'scale economies', 'economies of scale', 'satisfiability']","['Economics', 'Industrial engineering', 'Holding cost', 'Manufacturing systems', 'Manufacturing cost', 'Microeconomics', 'Exploit', 'Production planning', 'Multi period', 'Economies of scale', 'Bill of materials']","Designing product lines with substitutable components and subassemblies permits companies to offer a broader variety of products while continuing to exploit economies of scale in production and inventory costs. Past research on models incorporating component substitutions focuses on the benefits from reduced safety-stock requirements. This paper addresses a dynamic requirements-planning problem for two-stage multi product manufacturing systems with bill-of-materials flexibility, i.e., with options to use substitute components or subassemblies produced by an upstream stage to meet demand in each period at the downstream stage. We model the problem as an integer program, and describe a dynamic-programming solution method to find the production and substitution quantities that satisfy given multi period downstream demands at minimum total setup, production, conversion, and holding cost. This methodology can serve as a module in requirements-planning systems to plan opportunistic component substitutions based on relative future demands and production costs. Computational results using real data from an aluminum-tube manufacturer show that substitution can save, on average, 8.7% of manufacturing cost. We also apply the model to random problems with a simple product structure to develop insights regarding substitution behavior and impacts."
107875,53e9ba45b7602d97046567ba,Prioritization of e-Government strategies using a SWOT-AHP analysis: the case of Turkey,"['information system', 'management information systems', 'soft system methodology', 'health information systems', 'information systems management', 'computer information technology', 'accounting information systems', 'information technology', 'business information systems', 'business model', 'information science', 'information management system', 'information systems technology', 'geographic information systems', 'computer information systems', 'information security', 'information management', 'management science', 'strategic information systems']","['Economics', 'Accounting information system', 'Soft systems methodology', 'Information technology', 'Public relations', 'SWOT analysis', 'Regional science', 'Business model', 'Strategic information system', 'Strategic planning', 'Analytic hierarchy process']","The e-Government agenda is being pursued throughout the world to one degree or another, but it has added significance in Central Europe. The region is just beginning to emerge from a period of far-reaching political and economic transformation following the collapse of repressive communist systems. For these countries, e-Government is more than simply a new channel of delivering services; it offers an opportunity to achieve a quantum leap in transparency and efficiency of administration, which the region's leaders have promised their citizens since the early 1990s. Turkey is currently working hard to catch this opportunity. Turkish Government has initiated the Urgent Action Plan in December 2002 to remedy long-lasting economic problems and to improve social and well-being of the country. One of the basic components of this plan is ‘e-Transformation Turkey Project’ which aims to carry Turkey into Information society. One of the two purposes of this study is to define and to prioritize the strengths, weaknesses, opportunities, and threats (SWOT) groups and their subfactors for e-Government in Turkey. The other purpose is to determine and to evaluate the alternative strategies for e-Government applications at the national level in Turkey. We use the SWOT approach in combination with analytic hierarchy process (AHP) to achieve this task. The strategies have been prioritized and sensitivity analyses of the obtained results have been made using a software."
108167,53e9ba54b7602d970466fc63,A Coordinated Production Planning Model with Capacity Expansion and Inventory Management.,"['production equipment', 'inventory decision', 'inventory management', 'demand growth', 'excess machine capacity', 'coordinated production planning model', 'capacity expansion', 'optimal capacity acquisition', 'production planning', 'capacity acquisition decision', 'product variety', 'additional capacity', 'capacity addition', 'heuristics', 'mathematical programming', 'over the horizon', 'cost of capital']","['Economics', 'Inventory management', 'Changeover', 'Inventory theory', 'Holding cost', 'Microeconomics', 'Operations research', 'Heuristics', 'Production planning', 'Cost of capital', 'Total cost']","Motivated by a problem faced by a large manufacturer of a consumer product, we explore the interaction between production planning and capacity acquisition decisions in environments with demand growth. We study a firm producing multiple items in a multiperiod environment where demand for items is known but varies over time with a long-term growth and possible short-term fluctuations. The production equipment is characterized by significant changeover time between the production of different items. While demand growth is gradual, capacity additions are discrete. Therefore, periods immediately following a machine purchase are characterized by excess machine capacity. We develop a mathematical programming model and an effective solution approach to determine the optimal capacity acquisition, production and inventory decisions over time. Through a computational study, we show the effectiveness of the solution approach in terms of solution quality and investigate the impact of product variety, cost of capital, and other important parameters on the capacity and inventory decisions. The computational results bring out some key insights--increasing product variety may not result in excessive inventory and even a substantial increase in set-up times or holding costs may not increase the total cost over the horizon in a significant manner due to the ability to acquire additional capacity. We also provide solutions and insights to the real problem that motivated this work."
108505,53e9ba70b7602d970468fca0,Urban characteristics attributable to density-driven tie formation.,"['Physical sciences', ' Applied physics']","['Econometrics', 'Population', 'Economics', 'Appeal', 'Empirical evidence', 'Contagious disease', 'Population density', 'Hierarchy', 'Gross domestic product', 'Modularity']","Motivated by empirical evidence on the interplay between geography, population density and societal interaction, we propose a generative process for the evolution of social structure in cities. Our analytical and simulation results predict both super-linear scaling of social-tie density and information contagion as a function of the population. Here we demonstrate that our model provides a robust and accurate fit for the dependency of city characteristics with city-size, ranging from individual-level dyadic interactions (number of acquaintances, volume of communication) to population level variables (contagious disease rates, patenting activity, economic productivity and crime) without the need to appeal to heterogeneity, modularity, specialization or hierarchy."
108888,53e9ba90b7602d97046b5f31,Competitive intelligence in the knowledge economy: what is in it for South African manufacturing enterprises?,"['follow-up study', 'south african manufacturing enterprise', 'south africa', 'previous study', 'competitive intelligence system', 'biggest industry', 'manufacturing industries', 'competitive intelligence function', 'competitive intelligence', 'manufacturing industry', 'knowledge economy', 'strategic management']","['Competitive intelligence', 'UNSTABLE ENVIRONMENT', 'Economics', 'Manufacturing', 'Manufacturing enterprises', 'Knowledge economy', 'Strategic management', 'Industrial organization', 'Marketing', 'Competitor analysis']","In an unstable environment, enterprises are gradually realizing that there should be major changes in how they deploy their strategic resources to compete in the knowledge economy. In this paper, the role of competitive intelligence in South African manufacturing enterprises is examined. The difference between the industrial and the knowledge economy and the competitive intelligence function in an enterprise is explained. The manufacturing industry is the biggest industry in South Africa and in a previous study by the researcher it was founded that only 44% of manufacturing enterprises in South Africa collected information on competitors. It was therefore decided to do a follow-up study and to determine the importance of competitive intelligence in the strategic management process of these enterprises, to find out where and how the enterprises obtain information on competitors and the use of competitive intelligence systems in these enterprises."
108947,53e9ba94b7602d97046ba14c,"Cities mediating technological transitions: understanding visions, intermediation and consequences","['transitions', 'cities', 'visions', 'intermediary organisations']","['Economic growth', 'Economic system', 'Economics', 'Vision', 'Energy infrastructure', 'Agriculture', 'Intermediation', 'Healthcare system', 'Politics', 'Technological transitions', 'Sustainability']","Approaches to technological transitions and their management have generated considerable interest in academic and policy circles in recent years. The development of this body of work may be seen as a response to the complexities, uncertainties and problems which confront many western societies, in organising 'sustainably' various aspects of energy, agricultural, water, transport and health systems of production and consumption; problems which are seen as systemic and entwined or embedded in a series of social, economic, political, cultural and technological relationships. For all the light that transitions approaches shine on such processes they say little explicitly about the role of places. In this paper we address this through looking at the way in which London is currently beginning to shape a systemic transition in its energy infrastructure. We outline and discuss key aspects of the roles of strategic intermediary organisations, which have been strategically set up to intervene between technological possibilities and the territorial context of London. We draw on the case of London to highlight an emblematic example of a city's attempt to systemically re-shape its energy infrastructure and the lessons to be drawn from this. We also outline the particularity of London in this respect, the limitations of the transferability of experiences in London and highlight directions for future research in this area."
108993,53e9ba95b7602d97046bf8e5,The Censored Newsvendor and the Optimal Acquisition of Information,"['general parametric demand distribution', 'newsvendor inventory model', 'dynamic analysis', 'newsvendor problem withobservable', 'demand ishigher', 'bayesian myopic policy', 'censored newsvendor', 'bayesian markov decision process', 'single-period problem', 'optimal policy', 'newsvendor problem withunobservable', 'optimal acquisition']","['Econometrics', 'Newsvendor model', 'Economics', 'Extended newsvendor model', 'Rationality', 'Microeconomics', 'Markov decision process', 'Parametric statistics', 'Lost sales', 'Censoring (statistics)', 'Bayesian probability']","<P>This paper investigates the effect of demand censoring on the optimal policy in newsvendor inventory models with general parametric demand distributions and unknown parameter values. We show that the newsvendor problem with observable lost sales reduces to a sequence of single-period problems, while the newsvendor problem with unobservable lost sales requires a dynamic analysis. Using a Bayesian Markov decision process approach we show that the optimalin ventory level in the presence of censored demand is higher than would be determined using a Bayesian myopic policy. We explore the economic rationality for this observation and illustrate it with numerical examples.</P>"
